982000372939625,  9477, 1,00:03:31,00:03:46,    15,  0.20,  0.10,TMR01 ,  0.10,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
840003257226523,  8630, 7,00:03:19,00:05:56,   157,  2.40,  1.40,TMR01 ,  1.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
982000372939883,  9392, 4,00:05:11,00:05:56,    45,  0.30,  0.40,TMR01 , -0.10,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
840003257226523,  8630, 8,00:06:06,00:07:11,    65,  0.60,  0.60,TMR01 ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
982000372939883,  9392, 9,00:06:24,00:07:15,    51, 14.90, 14.40,TMR01 ,  0.50,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
982000372939625,  9477,10,00:04:07,00:09:55,   348, 17.90, 15.30,TMR01 ,  2.60,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
840003257226523,  8630, 9,00:07:26,00:09:56,   150, 14.40, 13.20,TMR01 ,  1.20,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
982000372939883,  9392,11,00:07:33,00:09:59,   146, 17.00, 16.00,TMR01 ,  1.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
840003211747951,  9922,25,00:04:05,00:10:32,   387, 38.90, 37.40,TMR01 ,  1.50,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
982000372939625,  9477,11,00:10:10,00:11:03,    53, 16.00, 15.50,TMR01 ,  0.50,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
982000372939883,  9392,12,00:10:09,00:11:24,    75, 38.30, 37.60,TMR01 ,  0.70,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
840003257226523,  8630, 7,00:10:08,00:12:35,   147,  1.40,  1.00,TMR01 ,  0.40,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
982000372939625,  9477, 9,00:11:13,00:13:15,   122, 13.20, 12.40,TMR01 ,  0.80,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
982000372939883,  9392,10,00:11:37,00:13:20,   103, 15.30, 14.50,TMR01 ,  0.80,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
982000372939625,  9477,12,00:13:26,00:13:49,    23, 37.60, 37.40,TMR01 ,  0.20,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
840003268256428,  9431,17,00:10:16,00:13:58,   222, 36.10, 34.20,TMR01 ,  1.90,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
840003211747975,  9946,24,00:08:55,00:14:07,   312, 43.00, 40.40,TMR01 ,  2.60,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
